5.571057866624241628e-01,2.463554328528793080e-01,4.589556088626423058e-02
9.571891244344974403e-01,4.876145524775630236e-01,5.455162817513528051e-01
5.844530996203080031e-01,2.732460512421928112e-01,5.568321452517266401e-02
7.922733675612744220e-01,2.614340187260130177e-01,6.511257908017423768e-01
1.404453894967757632e-01,9.495303870434914639e-01,9.689570732852303969e-01
5.832848723395998025e-01,7.075349917684359280e-01,4.138800066226164809e-01
6.090074649741394897e-01,3.870925293960224556e-01,1.938221668576324275e-01
3.756227587363077935e-01,7.340828752031972604e-01,5.948243082918469593e-01
2.387704115088739032e-01,3.227442696641378284e-01,6.602219174415625558e-01
9.563185689506535914e-01,3.239525041962753038e-01,4.432067954546284883e-01
5.616938841587851838e-01,8.683334921879564128e-01,8.014432601518460819e-01
8.873084251860646754e-01,5.128481349917614063e-01,5.985468904866321216e-01
7.816993435884372898e-01,3.624698631500931079e-01,2.436690736787191502e-01
7.687088067350128506e-01,5.081463014501594877e-01,5.113866220325702372e-01
5.721450300691375279e-01,7.586987320201321605e-02,7.931460638918730321e-02
3.529715807773671221e-01,5.925824128521417489e-02,1.389548786833864069e-01
1.397334910759810978e-01,1.841107368071608352e-01,1.037769307896273530e-01
3.853678295736546744e-01,7.159829424861313685e-01,3.208241480702880288e-01
6.521285677803856373e-02,3.814262361140366986e-01,7.563946121996546479e-01
1.582025447810662122e-01,1.274125145140376780e-01,2.172642132556401595e-02
8.591892452480792697e-01,5.545291504033398322e-01,3.929404699721951166e-01
7.444632104061231770e-01,1.093319618575105956e-02,2.265475614192189457e-01
5.914745680297639474e-01,9.293796446242186260e-02,2.914616401411915803e-01
6.103788983074174279e-01,9.482066195819103260e-01,5.124080349028182768e-01
8.366466877463688556e-01,9.923457214503937918e-01,1.814392667869652032e-01
2.738416523596809427e-02,1.162367615973909363e-01,3.363173411058064666e-01
6.038307239530306125e-01,2.583282863957284681e-01,6.346921402319244399e-01
9.701505866584151372e-01,8.877330295854417574e-01,3.041032245133201695e-02
2.812458734131251248e-02,6.596641355340528978e-01,1.643123058652201651e-01
8.829757864557647995e-01,5.237221430136455025e-01,9.903697511731935910e-01
7.951450812114261302e-01,4.728318088472133196e-01,6.131912841726543384e-01
6.489187323480191116e-01,7.214940908437961209e-01,2.210572633581397994e-01
9.981676887132053810e-01,1.761493986021194225e-01,5.299473897286716140e-01
1.687220511114440047e-01,5.195234792312669603e-01,9.480072698513365426e-01
9.730239784668689440e-01,3.705318597242238665e-01,2.348752669476756871e-01
4.588950450229445366e-03,6.350419737063432990e-01,3.370114684408607175e-01
7.053884991487854306e-01,2.727508987126003870e-01,8.077973861271933176e-01
5.342098964123950244e-01,4.589451651021718703e-01,3.482096825266677298e-01
1.089950922606919281e-01,2.667549095753903865e-01,5.294760383936506498e-01
3.140561911342915069e-01,2.334532809170903889e-01,7.082438963116766129e-02
6.475723888219971913e-01,4.509692804262891430e-01,8.366131484787052708e-01
8.895652356052382581e-01,1.794433504530972279e-01,2.687145455186245036e-01
7.563264777666794947e-01,2.310625115453497358e-01,3.361483716692655888e-01
4.332465477715898849e-01,6.767028286249974212e-01,1.908290564531845979e-01
4.041301633461387155e-01,1.372449731522175087e-01,8.335120925776882128e-01
6.617826104655633035e-02,9.810836366319253266e-02,4.104328421466527654e-01
6.085362165010139712e-01,3.828159564617912292e-01,6.847110301546379674e-01
2.675169053506809558e-02,2.139640687736672486e-01,3.289539486960263437e-01
9.712830730026232873e-01,9.967007515879682256e-01,7.272448351065231575e-01
4.323536449105814805e-01,6.876016310206720661e-01,2.374978080842884420e-01
9.886151843251828053e-01,9.763950471665137076e-01,5.958622140827684044e-01
5.075111010501870412e-01,5.491664773212956430e-02,5.537156191453146414e-01
8.612480938396449570e-01,5.200412915568938255e-01,6.216419092639485777e-01
1.886782535394282423e-02,3.022917939126111841e-01,4.513043840337503942e-01
5.099816859863914864e-02,8.912043537157511297e-01,7.293860238881152425e-01
2.959254446767455304e-01,9.119283192689575657e-01,6.366304889329231775e-01
9.918803892733838445e-01,5.946317811140351406e-01,7.889496109419092962e-01
8.107660233670065386e-01,3.321980284374695946e-01,5.250458021959009125e-01
3.578887759722696460e-01,5.150574320634700998e-01,4.044026643231529716e-01
4.701701770017773230e-01,3.688223262788332679e-01,5.407877210524407730e-01
4.241125112126441499e-01,1.542114831390972718e-01,1.127763391238257862e-01
3.081838132341173653e-01,6.542812769602148748e-01,9.011157534601965668e-01
4.468004878135192204e-01,9.120073880409484968e-01,5.648109985237060870e-01
5.252390708736318636e-01,2.240144292388662750e-01,2.740775970901679903e-01
1.856902578515704505e-01,1.170341648666435308e-01,3.285517435826150745e-01
9.304195779792602261e-01,2.349208996008145256e-02,9.422761699473718444e-01
2.375949977504387967e-01,6.191271506946715020e-01,6.372225391181718379e-02
6.593952008561705380e-01,5.189324816515724637e-01,8.487736956035452085e-01
6.361031705676543080e-01,2.930855509545132742e-01,5.232931527914815861e-01
5.064322461204929793e-01,2.011414438952083827e-01,4.922283836527684420e-01
9.459662673412625455e-01,5.323125561537862538e-01,4.075550985660504333e-01
6.431834341682902689e-01,8.767803640070630511e-01,1.121638052586683143e-01
9.394924818652461429e-01,4.568018249843102119e-01,8.417589686782465108e-01
3.885985679258350256e-01,3.449037490697962616e-01,4.320753457972883460e-01
5.541457118920819491e-01,2.190394084193568736e-01,6.653807501053954354e-01
3.380790838109439811e-01,6.174348885948475196e-01,2.347847471834644262e-01
5.415464780775431919e-01,9.955420197333115784e-01,1.351815470204936753e-01
5.023613803619171314e-01,2.151479279904358055e-01,4.517390122159472554e-01
6.218832666592690739e-01,9.245271694896237680e-01,6.534284868159354609e-01
1.949204044254552182e-01,7.951422766556256461e-01,2.397187695630691451e-01
8.597108649156270932e-01,5.385519642626852566e-01,6.050479990884229942e-01
2.024186985613787293e-01,8.862547163077773016e-01,8.579593703614125655e-01
5.134802074921844817e-01,2.789779716105500462e-01,7.893647660124537557e-01
6.375558533601558553e-01,6.576665513003725483e-01,7.578110832540019270e-01
4.918638679389031321e-01,2.917121457996475486e-01,9.081850338999114536e-01
7.175946756299966811e-01,9.664746839269390266e-01,4.860690446985793667e-01
9.616631850513160940e-01,5.754245656037496603e-01,9.350741061486286254e-01
6.125992793278328685e-01,6.392507095971073916e-01,2.889994165495872736e-01
4.987280308519503880e-01,2.052609392134184807e-01,5.762857804569030407e-01
8.699360111621847746e-01,5.517022886486536715e-01,9.487452388238284406e-01
7.452906123703084695e-01,9.318643233778088897e-01,9.002119842842573050e-01
7.846403765612471881e-01,8.351165929225987661e-01,6.797026987624584793e-01
8.300013833381527650e-01,7.086871548676824117e-01,7.174680602822770537e-01
2.161126507814932207e-01,1.945886852318892135e-01,6.189648996832297634e-02
5.379899776915102461e-01,5.585225914038258743e-01,4.368175380969494537e-01
5.901808533223310560e-01,6.845992743921536228e-01,1.059455143816756539e-02
3.668124020988965395e-01,3.807936608628773589e-01,7.212446858318927179e-01
7.309097650139257940e-01,2.325165639030331022e-01,7.067549996707538362e-01
3.311092032404389096e-01,8.625298498749538467e-01,9.154855038931739575e-01
2.070766906023431275e-01,9.785434804510950713e-02,3.140247032103463676e-01
